recID,Citation_Difference,Legacy_Count,Labs_Count
176212,7.0,215,222
582464,7.0,59,66
1260681,7.0,76,83
876746,7.0,402,409
742696,7.0,955,962
144074,7.0,358,365
844466,7.0,173,180
188781,7.0,133,140
805902,7.0,319,326
1234514,7.0,7,14
335704,7.0,275,282
1193059,7.0,19,26
1193994,7.0,34,41
6487,7.0,1422,1429
709845,7.0,90,97
829451,7.0,54,61
814088,7.0,818,825
1093488,7.0,393,400
454798,7.0,16,23
1088231,7.0,848,855
867473,7.0,422,429
940012,7.0,93,100
60705,7.0,10,17
454814,7.0,8,15
664075,7.0,1,8
60911,7.0,1452,1459
537137,7.0,13,20
800273,7.0,364,371
1377752,7.0,511,518
34652,7.0,420,427
283232,7.0,306,313
218846,7.0,156,163
152906,7.0,6,13
925240,7.0,63,70
306144,7.0,51,58
669962,7.0,7,14
313897,7.0,428,435
314241,7.0,213,220
913689,7.0,145,152
423414,7.0,151,158
532742,7.0,50,57
925259,7.0,41,48
13222,7.0,323,330
1243402,7.0,235,242
1244279,7.0,13,20
751158,6.0,97,103
862671,6.0,78,84
583084,6.0,26,32
302911,6.0,841,847
823981,6.0,22,28
50059,6.0,178,184
858343,6.0,24,30
196942,6.0,111,117
604848,6.0,1136,1142
878706,6.0,2,8
1202496,6.0,462,468
571555,6.0,2,8
1297103,6.0,141,147
613101,6.0,161,167
825235,6.0,13,19
865423,6.0,136,142
23027,6.0,120,126
662061,6.0,1922,1928
1236898,6.0,20,26
1273570,6.0,99,105
298249,6.0,69,75
1127331,6.0,130,136
1119531,6.0,12,18
123201,6.0,5,11
700399,6.0,64,70
12417,6.0,1949,1955
545622,6.0,23,29
862229,6.0,46,52
201469,6.0,2408,2414
649843,6.0,14,20
255388,6.0,1,7
821874,6.0,329,335
925391,6.0,39,45
372383,6.0,127,133
1234989,6.0,6,12
924377,6.0,132,138
699377,6.0,166,172
1210032,6.0,143,149
621007,6.0,264,270
1192916,6.0,21,27
890166,6.0,159,165
190589,6.0,22,28
814028,6.0,34,40
942740,6.0,86,92
891916,6.0,23,29
561782,6.0,48,54
922291,6.0,90,96
83927,6.0,21,27
454827,6.0,16,22
523823,6.0,188,194
1291262,6.0,6,12
60943,6.0,6,12
668641,6.0,4,10
182992,6.0,189,195
664069,6.0,2,8
452332,6.0,175,181
170015,6.0,1,7
1289162,6.0,66,72
187226,6.0,5,11
668932,6.0,14,20
504250,6.0,18,24
570453,6.0,1,7
770122,6.0,13,19
890910,6.0,169,175
848006,6.0,146,152
1304840,6.0,225,231
925301,6.0,44,50
863740,6.0,284,290
925933,6.0,163,169
1087459,6.0,103,109
21949,6.0,141,147
847144,6.0,617,623
583736,6.0,7,13
893264,6.0,199,205
363804,6.0,125,131
790137,6.0,52,58
1084730,6.0,226,232
1232968,6.0,123,129
803217,6.0,350,356
926612,6.0,5,11
923959,6.0,238,244
749457,6.0,82,88
153471,6.0,18,24
345249,6.0,138,144
925297,6.0,42,48
925264,6.0,25,31
204322,6.0,85,91
125400,6.0,37,43
913981,6.0,3,9
285151,6.0,1,7
101540,6.0,3,9
788829,6.0,39,45
1218372,6.0,100,106
125443,6.0,106,112
902344,6.0,11,17
299639,6.0,381,387
1499873,6.0,32,38
1088823,6.0,386,392
1322563,6.0,97,103
872658,6.0,362,368
1121700,6.0,166,172
1187682,6.0,25,31
1223519,6.0,247,253
1304456,6.0,223,229
913992,6.0,7,13
808316,6.0,54,60
1230209,6.0,76,82
1217215,6.0,4,10
1121128,6.0,236,242
10097,6.0,62,68
532137,6.0,71,77
796248,6.0,2335,2341
155674,6.0,249,255
853391,6.0,17,23
902618,6.0,7,13
607700,5.0,1,6
592894,5.0,36,41
1236918,5.0,7,12
1236435,5.0,7,12
696672,5.0,20,25
1194136,5.0,121,126
891470,5.0,105,110
537701,5.0,7,12
1193066,5.0,28,33
943930,5.0,7,12
515877,5.0,15,20
882963,5.0,48,53
376152,5.0,5,10
210811,5.0,6,11
1184877,5.0,18,23
669013,5.0,21,26
482069,5.0,8,13
883362,5.0,6,11
211859,5.0,522,527
134584,5.0,7,12
1278199,5.0,353,358
640221,5.0,567,572
890749,5.0,257,262
1112169,5.0,108,113
1208923,5.0,171,176
1382050,5.0,5,10
944755,5.0,150,155
180410,5.0,86,91
1264662,5.0,76,81
1088724,5.0,333,338
364624,5.0,33,38
466180,5.0,1508,1513
930960,5.0,332,337
1225626,5.0,10,15
839188,5.0,433,438
701762,5.0,71,76
1241819,5.0,153,158
749979,5.0,16,21
789541,5.0,157,162
644128,5.0,785,790
54543,5.0,16,21
769720,5.0,281,286
1306491,5.0,405,410
142296,5.0,8,13
336209,5.0,2,7
1222336,5.0,90,95
12381,5.0,17,22
770120,5.0,245,250
379541,5.0,315,320
789886,5.0,35,40
5163,5.0,749,754
702568,5.0,2,7
725818,5.0,1,6
925250,5.0,21,26
1254687,5.0,98,103
61191,5.0,391,396
527664,5.0,45,50
38433,5.0,165,170
218057,5.0,14,19
532738,5.0,18,23
611608,5.0,19,24
244602,5.0,1273,1278
1469340,5.0,9,14
927105,5.0,244,249
523679,5.0,43,48
305123,5.0,237,242
838273,5.0,337,342
346143,5.0,7,12
19341,5.0,4,9
299620,5.0,3,8
19952,5.0,5,10
655124,5.0,66,71
711635,5.0,57,62
1260806,5.0,44,49
392866,5.0,21,26
555327,5.0,54,59
532739,5.0,29,34
523066,5.0,297,302
317005,5.0,7,12
689150,5.0,368,373
619397,5.0,984,989
230282,5.0,117,122
125161,5.0,64,69
610407,5.0,183,188
562505,5.0,292,297
837647,5.0,2,7
1503350,5.0,3,8
56564,5.0,3,8
85310,5.0,61,66
1232504,5.0,65,70
1116412,5.0,116,121
244910,5.0,373,378
1296830,5.0,346,351
820981,5.0,232,237
804428,5.0,105,110
1298805,5.0,441,446
880514,5.0,1,6
927049,5.0,318,323
855593,5.0,158,163
394867,5.0,160,165
925286,5.0,28,33
84137,5.0,54,59
5541,5.0,884,889
182957,5.0,33,38
1197134,5.0,337,342
189583,5.0,3085,3090
561711,5.0,28,33
482534,5.0,1,6
785340,5.0,12,17
606206,5.0,13,18
848216,5.0,34,39
1286444,5.0,184,189
1236413,5.0,6,11
753449,5.0,206,211
1186556,5.0,117,122
233409,5.0,7,12
1217193,5.0,10,15
713283,5.0,21,26
472006,5.0,1299,1304
384826,5.0,1,6
219303,5.0,1725,1730
373021,5.0,14,19
1107659,5.0,226,231
1260626,5.0,19,24
1485913,5.0,2,7
585921,5.0,38,43
601604,5.0,186,191
409475,5.0,6,11
409481,5.0,9,14
327325,5.0,9,14
945965,5.0,61,66
914487,5.0,110,115
658788,5.0,102,107
23533,5.0,642,647
1289059,5.0,354,359
718564,5.0,40,45
1465599,5.0,5,10
731635,5.0,285,290
843204,5.0,101,106
201714,5.0,1,6
1107735,5.0,143,148
925372,5.0,82,87
428832,5.0,352,357
1216888,5.0,36,41
925305,5.0,20,25
509396,5.0,102,107
1127360,5.0,204,209
273044,5.0,12,17
75022,5.0,20,25
709238,5.0,135,140
540348,5.0,49,54
842650,5.0,10,15
1278857,5.0,154,159
179100,5.0,1666,1671
1188583,5.0,5,10
541494,5.0,12,17
1082936,5.0,267,272
756044,5.0,78,83
784042,5.0,17,22
322600,5.0,14,19
851527,5.0,68,73
1370682,5.0,210,215
566142,5.0,377,382
1300650,5.0,404,409
955207,5.0,499,504
1300647,5.0,190,195
322814,5.0,15,20
885888,5.0,163,168
328601,5.0,11,16
382265,5.0,4,9
111031,5.0,7,12
750895,5.0,18,23
165871,5.0,18,23
397155,5.0,561,566
147006,5.0,10,15
1321510,5.0,7,12
332573,5.0,4,9
868547,5.0,443,448
468837,5.0,600,605
1225282,5.0,1023,1028
318867,5.0,3,8
1185101,5.0,106,111
507280,5.0,7,12
235558,5.0,81,86
711791,5.0,25,30
432394,5.0,303,308
878733,5.0,663,668
807372,5.0,16,21
50805,5.0,19,24
920312,5.0,253,258
751395,5.0,37,42
196695,5.0,515,520
628241,5.0,53,58
318386,5.0,4,9
1191449,5.0,24,29
133260,5.0,124,129
332276,5.0,265,270
320350,5.0,2,7
849724,5.0,332,337
1120732,5.0,107,112
208355,5.0,268,273
551253,5.0,14,19
155622,5.0,31,36
556109,5.0,61,66
178200,5.0,405,410
1191316,5.0,7,12
506131,5.0,71,76
1126153,5.0,20,25
889317,5.0,10,15
1266257,5.0,158,163
1089428,5.0,2,7
895581,5.0,88,93
51711,5.0,5,10
879315,5.0,176,181
1185294,5.0,9,14
1365031,5.0,38,43
669015,5.0,34,39
1204486,4.0,23,27
132991,4.0,18,22
1227807,4.0,73,77
557911,4.0,37,41
742870,4.0,237,241
840921,4.0,101,105
922415,4.0,117,121
132612,4.0,1,5
120663,4.0,400,404
401022,4.0,302,306
1243679,4.0,3,7
1260630,4.0,10,14
76924,4.0,20,24
709933,4.0,24,28
357830,4.0,1921,1925
380229,4.0,5,9
1377719,4.0,24,28
1458206,4.0,3,7
74904,4.0,3,7
591973,4.0,30,34
76156,4.0,557,561
1236681,4.0,39,43
928289,4.0,331,335
172669,4.0,7,11
896117,4.0,21,25
712271,4.0,92,96
738562,4.0,13,17
420970,4.0,985,989
173882,4.0,11,15
811266,4.0,44,48
1258399,4.0,318,322
1233047,4.0,9,13
919683,4.0,49,53
1256290,4.0,9,13
919268,4.0,157,161
1385041,4.0,19,23
703459,4.0,8,12
1204778,4.0,349,353
141214,4.0,480,484
1230222,4.0,287,291
912896,4.0,60,64
154511,4.0,25,29
821714,4.0,31,35
730857,4.0,297,301
428925,4.0,31,35
409471,4.0,3,7
713692,4.0,279,283
404324,4.0,5,9
163902,4.0,21,25
398811,4.0,414,418
580764,4.0,46,50
1220243,4.0,14,18
604023,4.0,292,296
1247462,4.0,215,219
139638,4.0,84,88
816137,4.0,61,65
925553,4.0,639,643
565107,4.0,4,8
835485,4.0,52,56
819659,4.0,10,14
126495,4.0,37,41
925219,4.0,18,22
1219960,4.0,848,852
1375500,4.0,152,156
712692,4.0,11,15
1219797,4.0,107,111
824340,4.0,55,59
824017,4.0,94,98
902503,4.0,15,19
925287,4.0,47,51
125156,4.0,59,63
913831,4.0,55,59
601126,4.0,20,24
818732,4.0,86,90
913989,4.0,9,13
830070,4.0,280,284
418859,4.0,41,45
567907,4.0,74,78
395619,4.0,44,48
405463,4.0,19,23
818013,4.0,127,131
912706,4.0,84,88
815596,4.0,226,230
587237,4.0,22,26
925261,4.0,39,43
562365,4.0,27,31
734237,4.0,23,27
402920,4.0,12,16
734378,4.0,86,90
84090,4.0,15,19
712485,4.0,49,53
360686,4.0,782,786
838160,4.0,93,97
927495,4.0,9,13
402898,4.0,106,110
709879,4.0,133,137
561172,4.0,16,20
441946,4.0,453,457
725810,4.0,1,5
838290,4.0,37,41
1205150,4.0,149,153
838435,4.0,72,76
1255438,4.0,31,35
130869,4.0,202,206
415581,4.0,377,381
168903,4.0,11,15
837659,4.0,5,9
571534,4.0,2,6
1377206,4.0,251,255
1210580,4.0,15,19
707513,4.0,11,15
564673,4.0,324,328
166112,4.0,106,110
433585,4.0,20,24
379413,4.0,61,65
166867,4.0,75,79
836929,4.0,115,119
385815,4.0,213,217
364463,4.0,1,5
836948,4.0,16,20
814772,4.0,460,464
1357906,4.0,32,36
1253105,4.0,3,7
926641,4.0,78,82
168242,4.0,269,273
837502,4.0,80,84
610371,4.0,5,9
599681,4.0,18,22
815316,4.0,570,574
715541,4.0,528,532
1616770,4.0,2,6
945522,4.0,161,165
203751,4.0,192,196
787128,4.0,50,54
1325552,4.0,1013,1017
473533,4.0,293,297
202380,4.0,62,66
289870,4.0,1154,1158
624497,4.0,546,550
1307221,4.0,11,15
623857,4.0,518,522
1189671,4.0,5,9
1116871,4.0,68,72
288847,4.0,4,8
623575,4.0,8,12
200123,4.0,4768,4772
199846,4.0,63,67
797190,4.0,186,190
541210,4.0,240,244
1288320,4.0,127,131
676877,4.0,76,80
1118047,4.0,89,93
676726,4.0,9,13
1088223,4.0,661,665
294658,4.0,105,109
770390,4.0,173,177
1079940,4.0,225,229
19435,4.0,1,5
204063,4.0,3,7
204237,4.0,17,21
204105,4.0,2,6
19287,4.0,3,7
1308524,4.0,120,124
1188016,4.0,25,29
540243,4.0,7,11
771372,4.0,209,213
1116541,4.0,181,185
295742,4.0,16,20
